area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K2V,African origins,Central and West African origins,Sierra Leonean,0,0,0
K2V,African origins,Central and West African origins,Togolese,0,0,0
K2V,African origins,Central and West African origins,Wolof,0,0,0
K2V,African origins,Central and West African origins,Yoruba,0,0,0
K2V,African origins,Central and West African origins,Central and West African origins; n.i.e.,10,0,0
K2V,African origins,North African origins,,35,25,15
K2V,African origins,North African origins,Algerian,0,0,0
K2V,African origins,North African origins,Berber,35,20,15
K2V,African origins,North African origins,Coptic,0,0,0
K2V,African origins,North African origins,Dinka,0,0,0
K2V,African origins,North African origins,Egyptian,0,0,0
K2V,African origins,North African origins,Libyan,0,0,0
K2V,African origins,North African origins,Maure,0,0,0
K2V,African origins,North African origins,Moroccan,0,0,0
K2V,African origins,North African origins,Sudanese,0,0,0
K2V,African origins,North African origins,Tunisian,0,0,0
K2V,African origins,North African origins,North African origins; n.i.e.,0,0,0
K2V,African origins,Southern and East African origins,,20,15,0
K2V,African origins,Southern and East African origins,Afrikaner,0,0,0
K2V,African origins,Southern and East African origins,Amhara,0,0,0
K2V,African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
K2V,African origins,Southern and East African origins,Burundian,0,0,0
K2V,African origins,Southern and East African origins,Djiboutian,0,0,0
K2V,African origins,Southern and East African origins,Eritrean,0,0,0
K2V,African origins,Southern and East African origins,Ethiopian,0,0,0
K2V,African origins,Southern and East African origins,Harari,0,0,0
K2V,African origins,Southern and East African origins,Kenyan,0,0,0
K2V,African origins,Southern and East African origins,Malagasy,0,0,0
K2V,African origins,Southern and East African origins,Mauritian,0,0,0
K2V,African origins,Southern and East African origins,Oromo,0,0,0
K2V,African origins,Southern and East African origins,Rwandan,0,0,0
K2V,African origins,Southern and East African origins,Seychellois,0,0,0
K2V,African origins,Southern and East African origins,Somali,0,0,0
K2V,African origins,Southern and East African origins,South African,10,0,0
K2V,African origins,Southern and East African origins,Tanzanian,0,0,0
K2V,African origins,Southern and East African origins,Tigrian,0,0,0
K2V,African origins,Southern and East African origins,Ugandan,0,0,0
K2V,African origins,Southern and East African origins,Zambian,0,0,0
K2V,African origins,Southern and East African origins,Zimbabwean,0,0,0
K2V,African origins,Southern and East African origins,Zulu,0,0,0
K2V,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,15,10,10
K2V,African origins,Other African origins,,30,15,10
K2V,African origins,Other African origins,Black; n.o.s.,0,0,0
K2V,African origins,Other African origins,Other African origins; n.i.e.,30,20,15
K2V,Asian origins,Other African origins,,900,460,435
K2V,Asian origins,West Central Asian and Middle Eastern origins,,165,90,75
K2V,Asian origins,West Central Asian and Middle Eastern origins,Afghan,20,15,10
K2V,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Iranian,25,10,10
K2V,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Kurd,10,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,75,40,35
K2V,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,10,10,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Syrian,0,0,10
K2V,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Turk,15,10,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
K2V,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,10,0,10
K2V,Asian origins,South Asian origins,,290,150,140
K2V,Asian origins,South Asian origins,Bangladeshi,10,10,0
K2V,Asian origins,South Asian origins,Bengali,0,0,0
K2V,Asian origins,South Asian origins,Bhutanese,0,0,0
K2V,Asian origins,South Asian origins,East Indian,205,110,95
K2V,Asian origins,South Asian origins,Goan,0,0,0
K2V,Asian origins,South Asian origins,Gujarati,10,10,10
K2V,Asian origins,South Asian origins,Kashmiri,0,0,0
K2V,Asian origins,South Asian origins,Nepali,0,0,0
K2V,Asian origins,South Asian origins,Pakistani,35,20,15
K2V,Asian origins,South Asian origins,Punjabi,0,0,0
K2V,Asian origins,South Asian origins,Sinhalese,0,0,0
K2V,Asian origins,South Asian origins,Sri Lankan,20,0,15
K2V,Asian origins,South Asian origins,Tamil,0,0,0
K2V,Asian origins,South Asian origins,South Asian origins; n.i.e.,20,15,10
K2V,Asian origins,East and Southeast Asian origins,,445,220,225
K2V,Asian origins,East and Southeast Asian origins,Burmese,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),55,20,30
K2V,Asian origins,East and Southeast Asian origins,Chinese,215,120,95
K2V,Asian origins,East and Southeast Asian origins,Filipino,60,20,40
K2V,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Japanese,25,15,10
K2V,Asian origins,East and Southeast Asian origins,Karen,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Korean,25,0,15
K2V,Asian origins,East and Southeast Asian origins,Laotian,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Thai,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K2V,Asian origins,East and Southeast Asian origins,Vietnamese,95,55,35
K2V,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K2V,Asian origins,Other Asian origins,,0,0,0
K2V,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
K2V,Oceania origins,Other Asian origins,,0,0,0
K2V,Oceania origins,Australian,,0,0,0
K2V,Oceania origins,New Zealander,,0,0,0
K2V,Oceania origins,Pacific Islands origins,,0,0,0
K2V,Oceania origins,Pacific Islands origins,Fijian,0,0,0
K2V,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K2V,Oceania origins,Pacific Islands origins,Maori,0,0,0
K2V,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K2V,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K2V,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K1A,North American Aboriginal origins,,,35,15,20
K1A,North American Aboriginal origins,First Nations (North American Indian),,20,15,10
K1A,North American Aboriginal origins,Inuit,,0,0,0
K1A,North American Aboriginal origins,Métis,,15,10,15
K1A,Other North American origins,,,190,90,105
K1A,Other North American origins,Acadian,,0,0,0
K1A,Other North American origins,American,,10,0,10
K1A,Other North American origins,Canadian,,190,90,100
K1A,Other North American origins,New Brunswicker,,0,0,0
K1A,Other North American origins,Newfoundlander,,0,0,0
K1A,Other North American origins,Nova Scotian,,0,0,0
K1A,Other North American origins,Ontarian,,0,0,0
K1A,Other North American origins,Québécois,,0,0,0
K1A,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K1A,European origins,,,380,150,230
K1A,European origins,British Isles origins,,280,120,150
K1A,European origins,British Isles origins,Channel Islander,0,0,0
K1A,European origins,British Isles origins,Cornish,0,0,0
K1A,European origins,British Isles origins,English,155,70,85
K1A,European origins,British Isles origins,Irish,120,75,50
K1A,European origins,British Isles origins,Manx,0,0,0
K1A,European origins,British Isles origins,Scottish,80,30,55
K1A,European origins,British Isles origins,Welsh,15,15,10
K1A,European origins,British Isles origins,British Isles origins; n.i.e.,20,10,10
K1A,European origins,French origins,,150,65,85
K1A,European origins,French origins,Alsatian,0,0,0
K1A,European origins,French origins,Breton,0,0,0
K1A,European origins,French origins,Corsican,0,0,0
K1A,European origins,French origins,French,150,65,85
K1A,European origins,Western European origins (except French origins),,70,40,30
K1A,European origins,Western European origins (except French origins),Austrian,0,0,0
K1A,European origins,Western European origins (except French origins),Bavarian,0,0,0
K1A,European origins,Western European origins (except French origins),Belgian,0,0,0
K1A,European origins,Western European origins (except French origins),Dutch,15,10,0
K1A,European origins,Western European origins (except French origins),Flemish,0,0,0
K1A,European origins,Western European origins (except French origins),Frisian,0,0,0
K1A,European origins,Western European origins (except French origins),German,55,25,30
K1A,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K1A,European origins,Western European origins (except French origins),Swiss,0,0,0
K1A,European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
K1A,European origins,Northern European origins (except British Isles origins),,10,10,10
K1A,European origins,Northern European origins (except British Isles origins),Danish,10,0,0
K1A,European origins,Northern European origins (except British Isles origins),Finnish,0,0,0
K1A,European origins,Northern European origins (except British Isles origins),Icelandic,10,10,0
K1A,European origins,Northern European origins (except British Isles origins),Norwegian,0,10,0
K1A,European origins,Northern European origins (except British Isles origins),Swedish,0,0,0
K1A,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,0,0,0
K1A,European origins,Eastern European origins,,70,10,60
K1A,European origins,Eastern European origins,Bulgarian,10,0,10
K1A,European origins,Eastern European origins,Byelorussian,0,0,0
K1A,European origins,Eastern European origins,Czech,10,0,10
K1A,European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
K1A,European origins,Eastern European origins,Estonian,0,0,0
K1A,European origins,Eastern European origins,Hungarian,0,0,10
K1A,European origins,Eastern European origins,Latvian,10,0,10
K1A,European origins,Eastern European origins,Lithuanian,0,0,0
K1A,European origins,Eastern European origins,Moldovan,0,0,0
K1A,European origins,Eastern European origins,Polish,30,0,25
K1A,European origins,Eastern European origins,Romanian,10,0,10
K1A,European origins,Eastern European origins,Russian,10,10,10
K1A,European origins,Eastern European origins,Slovak,0,0,0
K1A,European origins,Eastern European origins,Ukrainian,15,0,15
K1A,European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
K1A,European origins,Southern European origins,,35,0,30
K1A,European origins,Southern European origins,Albanian,0,0,0
K1A,European origins,Southern European origins,Bosnian,0,0,0
K1A,European origins,Southern European origins,Catalan,0,0,0
K1A,European origins,Southern European origins,Croatian,0,0,10
K1A,European origins,Southern European origins,Cypriot,0,0,0
K1A,European origins,Southern European origins,Greek,0,0,0
K1A,European origins,Southern European origins,Italian,15,0,10
K1A,European origins,Southern European origins,Kosovar,0,0,0
K1A,European origins,Southern European origins,Macedonian,0,0,0
K1A,European origins,Southern European origins,Maltese,0,0,0
K1A,European origins,Southern European origins,Montenegrin,0,0,0
K1A,European origins,Southern European origins,Portuguese,15,0,10
K1A,European origins,Southern European origins,Serbian,0,0,0
K1A,European origins,Southern European origins,Sicilian,0,0,0
K1A,European origins,Southern European origins,Slovenian,0,0,0
K1A,European origins,Southern European origins,Spanish,0,0,0
K1A,European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
K1A,European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
K1A,European origins,Other European origins,,0,0,0
K1A,European origins,Other European origins,Basque,0,0,0
K1A,European origins,Other European origins,Jewish,0,0,0
K1A,European origins,Other European origins,Roma (Gypsy),0,0,0
