area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K1C,Asian origins,South Asian origins,Nepali,15,10,10
K1C,Asian origins,South Asian origins,Pakistani,135,65,70
K1C,Asian origins,South Asian origins,Punjabi,0,10,10
K1C,Asian origins,South Asian origins,Sinhalese,10,10,0
K1C,Asian origins,South Asian origins,Sri Lankan,20,15,10
K1C,Asian origins,South Asian origins,Tamil,0,0,0
K1C,Asian origins,South Asian origins,South Asian origins; n.i.e.,30,20,15
K1C,Asian origins,East and Southeast Asian origins,,2005,975,1030
K1C,Asian origins,East and Southeast Asian origins,Burmese,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
K1C,Asian origins,East and Southeast Asian origins,Chinese,1265,620,645
K1C,Asian origins,East and Southeast Asian origins,Filipino,430,205,220
K1C,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Indonesian,30,10,20
K1C,Asian origins,East and Southeast Asian origins,Japanese,140,60,80
K1C,Asian origins,East and Southeast Asian origins,Karen,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Korean,25,10,15
K1C,Asian origins,East and Southeast Asian origins,Laotian,15,10,10
K1C,Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Mongolian,10,0,0
K1C,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Thai,10,10,10
K1C,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K1C,Asian origins,East and Southeast Asian origins,Vietnamese,200,125,80
K1C,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K1C,Asian origins,Other Asian origins,,20,10,10
K1C,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,20,0,10
K1C,Oceania origins,Other Asian origins,,75,15,55
K1C,Oceania origins,Australian,,45,15,30
K1C,Oceania origins,New Zealander,,40,10,30
K1C,Oceania origins,Pacific Islands origins,,10,0,10
K1C,Oceania origins,Pacific Islands origins,Fijian,10,0,10
K1C,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K1C,Oceania origins,Pacific Islands origins,Maori,0,0,0
K1C,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K1C,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K1C,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K2B,North American Aboriginal origins,,,1445,625,820
K2B,North American Aboriginal origins,First Nations (North American Indian),,1015,445,565
K2B,North American Aboriginal origins,Inuit,,60,25,35
K2B,North American Aboriginal origins,Métis,,400,165,235
K2B,Other North American origins,,,7585,3620,3965
K2B,Other North American origins,Acadian,,85,25,55
K2B,Other North American origins,American,,270,155,115
K2B,Other North American origins,Canadian,,7295,3460,3840
K2B,Other North American origins,New Brunswicker,,0,0,0
K2B,Other North American origins,Newfoundlander,,35,25,15
K2B,Other North American origins,Nova Scotian,,0,0,0
K2B,Other North American origins,Ontarian,,10,0,10
K2B,Other North American origins,Québécois,,35,20,15
K2B,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K2B,European origins,,,17755,8280,9475
K2B,European origins,British Isles origins,,11770,5535,6235
K2B,European origins,British Isles origins,Channel Islander,0,0,0
K2B,European origins,British Isles origins,Cornish,0,0,0
K2B,European origins,British Isles origins,English,6125,2910,3215
K2B,European origins,British Isles origins,Irish,5900,2600,3305
K2B,European origins,British Isles origins,Manx,10,0,10
K2B,European origins,British Isles origins,Scottish,4655,2215,2440
K2B,European origins,British Isles origins,Welsh,410,200,210
K2B,European origins,British Isles origins,British Isles origins; n.i.e.,1055,475,575
K2B,European origins,French origins,,4945,2305,2645
K2B,European origins,French origins,Alsatian,0,0,0
K2B,European origins,French origins,Breton,10,10,0
K2B,European origins,French origins,Corsican,10,10,0
K2B,European origins,French origins,French,4935,2295,2635
K2B,European origins,Western European origins (except French origins),,3365,1610,1755
K2B,European origins,Western European origins (except French origins),Austrian,125,80,50
K2B,European origins,Western European origins (except French origins),Bavarian,0,0,0
K2B,European origins,Western European origins (except French origins),Belgian,120,45,80
K2B,European origins,Western European origins (except French origins),Dutch,820,430,390
K2B,European origins,Western European origins (except French origins),Flemish,25,10,15
K2B,European origins,Western European origins (except French origins),Frisian,0,0,10
K2B,European origins,Western European origins (except French origins),German,2315,1090,1225
K2B,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K2B,European origins,Western European origins (except French origins),Swiss,130,60,70
K2B,European origins,Western European origins (except French origins),Western European origins; n.i.e.,15,10,10
K2B,European origins,Northern European origins (except British Isles origins),,775,390,380
K2B,European origins,Northern European origins (except British Isles origins),Danish,150,90,55
K2B,European origins,Northern European origins (except British Isles origins),Finnish,150,70,75
K2B,European origins,Northern European origins (except British Isles origins),Icelandic,40,20,20
K2B,European origins,Northern European origins (except British Isles origins),Norwegian,245,95,145
K2B,European origins,Northern European origins (except British Isles origins),Swedish,225,110,110
K2B,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,85,55,30
K2B,European origins,Eastern European origins,,2875,1305,1565
K2B,European origins,Eastern European origins,Bulgarian,105,50,55
K2B,European origins,Eastern European origins,Byelorussian,35,15,15
K2B,European origins,Eastern European origins,Czech,105,60,40
K2B,European origins,Eastern European origins,Czechoslovakian; n.o.s.,50,25,25
K2B,European origins,Eastern European origins,Estonian,20,15,10
K2B,European origins,Eastern European origins,Hungarian,335,165,170
K2B,European origins,Eastern European origins,Latvian,45,15,25
K2B,European origins,Eastern European origins,Lithuanian,105,55,55
K2B,European origins,Eastern European origins,Moldovan,10,0,0
K2B,European origins,Eastern European origins,Polish,1060,455,605
K2B,European origins,Eastern European origins,Romanian,175,95,80
K2B,European origins,Eastern European origins,Russian,635,280,355
K2B,European origins,Eastern European origins,Slovak,45,25,15
K2B,European origins,Eastern European origins,Ukrainian,770,340,420
K2B,European origins,Eastern European origins,Eastern European origins; n.i.e.,65,30,30
K2B,European origins,Southern European origins,,2205,1090,1110
K2B,European origins,Southern European origins,Albanian,55,25,35
K2B,European origins,Southern European origins,Bosnian,65,20,45
K2B,European origins,Southern European origins,Catalan,0,0,0
K2B,European origins,Southern European origins,Croatian,20,10,15
K2B,European origins,Southern European origins,Cypriot,0,0,0
K2B,European origins,Southern European origins,Greek,190,105,85
K2B,European origins,Southern European origins,Italian,1220,625,590
K2B,European origins,Southern European origins,Kosovar,10,10,10
K2B,European origins,Southern European origins,Macedonian,10,0,10
K2B,European origins,Southern European origins,Maltese,15,0,15
K2B,European origins,Southern European origins,Montenegrin,0,0,0
K2B,European origins,Southern European origins,Portuguese,180,100,90
K2B,European origins,Southern European origins,Serbian,35,10,20
K2B,European origins,Southern European origins,Sicilian,0,10,0
K2B,European origins,Southern European origins,Slovenian,60,30,30
K2B,European origins,Southern European origins,Spanish,455,205,245
K2B,European origins,Southern European origins,Yugoslavian; n.o.s.,25,0,20
K2B,European origins,Southern European origins,Southern European origins; n.i.e.,10,0,10
K2B,European origins,Other European origins,,340,175,165
K2B,European origins,Other European origins,Basque,0,10,0
K2B,European origins,Other European origins,Jewish,245,120,125
K2B,European origins,Other European origins,Roma (Gypsy),10,0,10
K2B,European origins,Other European origins,Slavic; n.o.s.,20,10,10
K2B,European origins,Other European origins,Other European origins; n.i.e.,70,45,25
K2B,Caribbean origins,Other European origins,,750,365,380
K2B,Caribbean origins,Antiguan,,0,0,0
K2B,Caribbean origins,Bahamian,,15,10,0
K2B,Caribbean origins,Barbadian,,60,20,40
K2B,Caribbean origins,Bermudan,,0,0,0
K2B,Caribbean origins,Carib,,0,0,0
K2B,Caribbean origins,Cuban,,50,30,20
K2B,Caribbean origins,Dominican,,45,30,20
K2B,Caribbean origins,Grenadian,,20,15,0
K2B,Caribbean origins,Guadeloupean,,0,0,0
K2B,Caribbean origins,Haitian,,210,95,115
K2B,Caribbean origins,Jamaican,,240,125,115
K2B,Caribbean origins,Kittitian/Nevisian,,10,0,10
K2B,Caribbean origins,Martinican,,0,0,0
K2B,Caribbean origins,Montserratan,,0,0,0
K2B,Caribbean origins,Puerto Rican,,0,0,0
K2B,Caribbean origins,St. Lucian,,10,0,0
K2B,Caribbean origins,Trinidadian/Tobagonian,,65,20,45
K2B,Caribbean origins,Vincentian/Grenadinian,,0,0,0
K2B,Caribbean origins,West Indian; n.o.s.,,55,25,30
K2B,Caribbean origins,Caribbean origins; n.i.e.,,10,0,10
K2B,Latin; Central and South American origins,,,575,255,315
K2B,Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,20,10,10
K2B,Latin; Central and South American origins,Arawak,,0,0,0
K2B,Latin; Central and South American origins,Argentinian,,20,10,10
K2B,Latin; Central and South American origins,Belizean,,0,0,0
K2B,Latin; Central and South American origins,Bolivian,,10,0,0
K2B,Latin; Central and South American origins,Brazilian,,60,25,30
K2B,Latin; Central and South American origins,Chilean,,45,30,15
K2B,Latin; Central and South American origins,Colombian,,35,15,25
K2B,Latin; Central and South American origins,Costa Rican,,0,0,0
K2B,Latin; Central and South American origins,Ecuadorian,,0,0,0
K2B,Latin; Central and South American origins,Guatemalan,,15,10,10
K2B,Latin; Central and South American origins,Guyanese,,90,50,40
K2B,Latin; Central and South American origins,Hispanic,,0,0,10
K2B,Latin; Central and South American origins,Honduran,,0,0,0
K2B,Latin; Central and South American origins,Maya,,0,0,0
K2B,Latin; Central and South American origins,Mexican,,120,35,80
K2B,Latin; Central and South American origins,Nicaraguan,,30,15,15
K2B,Latin; Central and South American origins,Panamanian,,0,0,0
K2B,Latin; Central and South American origins,Paraguayan,,0,0,0
K2B,Latin; Central and South American origins,Peruvian,,15,0,15
K2B,Latin; Central and South American origins,Salvadorean,,75,40,40
K2B,Latin; Central and South American origins,Uruguayan,,0,0,0
K2B,Latin; Central and South American origins,Venezuelan,,30,15,20
K2B,Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,30,15,15
K2B,African origins,,,3245,1495,1750
K2B,African origins,Central and West African origins,,645,300,345
K2B,African origins,Central and West African origins,Akan,0,0,0
K2B,African origins,Central and West African origins,Angolan,0,0,0
K2B,African origins,Central and West African origins,Ashanti,10,10,10
K2B,African origins,Central and West African origins,Beninese,0,0,0
K2B,African origins,Central and West African origins,Burkinabe,25,10,10
K2B,African origins,Central and West African origins,Cameroonian,65,40,25
K2B,African origins,Central and West African origins,Chadian,0,0,0
K2B,African origins,Central and West African origins,Congolese,325,135,195
K2B,African origins,Central and West African origins,Edo,0,0,0
K2B,African origins,Central and West African origins,Ewe,0,0,0
K2B,African origins,Central and West African origins,Gabonese,35,15,20
K2B,African origins,Central and West African origins,Gambian,0,0,0
K2B,African origins,Central and West African origins,Ghanaian,75,30,45
K2B,African origins,Central and West African origins,Guinean,10,10,0
K2B,African origins,Central and West African origins,Ibo,10,0,0
K2B,African origins,Central and West African origins,Ivorian,25,0,15
K2B,African origins,Central and West African origins,Liberian,0,10,0
K2B,African origins,Central and West African origins,Malian,0,0,0
K2B,African origins,Central and West African origins,Malinké,0,0,0
K2B,African origins,Central and West African origins,Nigerian,75,40,35
K2B,African origins,Central and West African origins,Peulh,0,0,0
K2B,African origins,Central and West African origins,Senegalese,0,0,0
K2B,African origins,Central and West African origins,Sierra Leonean,0,0,0
K2B,African origins,Central and West African origins,Togolese,0,0,0
K2B,African origins,Central and West African origins,Wolof,0,0,0
K2B,African origins,Central and West African origins,Yoruba,10,10,0
K2B,African origins,Central and West African origins,Central and West African origins; n.i.e.,80,45,30
K2B,African origins,North African origins,,545,280,260
K2B,African origins,North African origins,Algerian,75,45,30
K2B,African origins,North African origins,Berber,25,15,0
K2B,African origins,North African origins,Coptic,0,0,0
K2B,African origins,North African origins,Dinka,30,10,20
K2B,African origins,North African origins,Egyptian,175,100,75
K2B,African origins,North African origins,Libyan,135,60,75
K2B,African origins,North African origins,Maure,0,0,0
K2B,African origins,North African origins,Moroccan,25,20,10
K2B,African origins,North African origins,Sudanese,60,20,45
K2B,African origins,North African origins,Tunisian,10,0,0
K2B,African origins,North African origins,North African origins; n.i.e.,40,15,25
K2B,African origins,Southern and East African origins,,1730,775,960
K2B,African origins,Southern and East African origins,Afrikaner,0,0,0
K2B,African origins,Southern and East African origins,Amhara,0,0,0
K2B,African origins,Southern and East African origins,Bantu; n.o.s.,40,20,20
K2B,African origins,Southern and East African origins,Burundian,115,40,75
K2B,African origins,Southern and East African origins,Djiboutian,90,40,50
K2B,African origins,Southern and East African origins,Eritrean,55,15,40
K2B,African origins,Southern and East African origins,Ethiopian,125,40,85
K2B,African origins,Southern and East African origins,Harari,0,0,0
K2B,African origins,Southern and East African origins,Kenyan,30,15,15
K2B,African origins,Southern and East African origins,Malagasy,0,0,0
K2B,African origins,Southern and East African origins,Mauritian,0,0,0
K2B,African origins,Southern and East African origins,Oromo,35,20,15
K2B,African origins,Southern and East African origins,Rwandan,45,20,25
K2B,African origins,Southern and East African origins,Seychellois,0,0,0
K2B,African origins,Southern and East African origins,Somali,1120,500,620
K2B,African origins,Southern and East African origins,South African,15,0,10
K2B,African origins,Southern and East African origins,Tanzanian,0,0,0
K2B,African origins,Southern and East African origins,Tigrian,0,0,10
K2B,African origins,Southern and East African origins,Ugandan,30,20,15
K2B,African origins,Southern and East African origins,Zambian,20,10,0
K2B,African origins,Southern and East African origins,Zimbabwean,15,10,15
K2B,African origins,Southern and East African origins,Zulu,10,0,0
K2B,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,85,45,40
K2B,African origins,Other African origins,,395,185,210
K2B,African origins,Other African origins,Black; n.o.s.,15,0,10
K2B,African origins,Other African origins,Other African origins; n.i.e.,390,185,205
K2B,Asian origins,Other African origins,,7755,3670,4085
K2B,Asian origins,West Central Asian and Middle Eastern origins,,2950,1385,1565
K2B,Asian origins,West Central Asian and Middle Eastern origins,Afghan,400,190,215
K2B,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,615,260,355
K2B,Asian origins,West Central Asian and Middle Eastern origins,Armenian,20,10,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,20,10,10
K2B,Asian origins,West Central Asian and Middle Eastern origins,Georgian,10,10,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Iranian,350,155,195
K2B,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,265,140,120
K2B,Asian origins,West Central Asian and Middle Eastern origins,Israeli,35,15,20
K2B,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,65,35,30
K2B,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,10,10,10
K2B,Asian origins,West Central Asian and Middle Eastern origins,Kurd,125,50,75
K2B,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,10,10,10
K2B,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,560,275,285
K2B,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,115,55,65
K2B,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,20,10,10
K2B,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,15,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Syrian,235,110,125
K2B,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Tatar,10,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Turk,180,90,85
K2B,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,10,0,10
K2B,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K2B,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,30,10,20
K2B,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,80,30,55
K2B,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,60,40,25
K2B,Asian origins,South Asian origins,,2020,1045,975
K2B,Asian origins,South Asian origins,Bangladeshi,210,115,95
K2B,Asian origins,South Asian origins,Bengali,60,40,25
K2B,Asian origins,South Asian origins,Bhutanese,0,0,0
K2B,Asian origins,South Asian origins,East Indian,1330,665,660
K2B,Asian origins,South Asian origins,Goan,0,0,0
K2B,Asian origins,South Asian origins,Gujarati,25,30,0
K2B,Asian origins,South Asian origins,Kashmiri,0,0,0
K2B,Asian origins,South Asian origins,Nepali,45,20,25
K2B,Asian origins,South Asian origins,Pakistani,175,90,80
K2B,Asian origins,South Asian origins,Punjabi,35,30,10
K2B,Asian origins,South Asian origins,Sinhalese,0,0,0
K2B,Asian origins,South Asian origins,Sri Lankan,130,60,65
K2B,Asian origins,South Asian origins,Tamil,65,25,40
K2B,Asian origins,South Asian origins,South Asian origins; n.i.e.,170,85,90
K2B,Asian origins,East and Southeast Asian origins,,2820,1265,1555
K2B,Asian origins,East and Southeast Asian origins,Burmese,0,0,0
K2B,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),155,75,85
K2B,Asian origins,East and Southeast Asian origins,Chinese,1220,585,635
K2B,Asian origins,East and Southeast Asian origins,Filipino,1010,445,560
K2B,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K2B,Asian origins,East and Southeast Asian origins,Indonesian,10,0,10
K2B,Asian origins,East and Southeast Asian origins,Japanese,75,40,35
K2B,Asian origins,East and Southeast Asian origins,Karen,15,10,10
K2B,Asian origins,East and Southeast Asian origins,Korean,50,20,25
K2B,Asian origins,East and Southeast Asian origins,Laotian,15,10,10
K2B,Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
K2B,Asian origins,East and Southeast Asian origins,Mongolian,10,10,0
K2B,Asian origins,East and Southeast Asian origins,Singaporean,10,0,10
K2B,Asian origins,East and Southeast Asian origins,Taiwanese,10,10,0
K2B,Asian origins,East and Southeast Asian origins,Thai,40,10,35
K2B,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K2B,Asian origins,East and Southeast Asian origins,Vietnamese,330,135,200
K2B,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K2B,Asian origins,Other Asian origins,,35,15,20
K2B,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,35,20,20
K2B,Oceania origins,Other Asian origins,,30,20,15
K2B,Oceania origins,Australian,,20,15,10
K2B,Oceania origins,New Zealander,,10,10,0
K2B,Oceania origins,Pacific Islands origins,,0,0,10
K2B,Oceania origins,Pacific Islands origins,Fijian,10,0,0
K2B,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K2B,Oceania origins,Pacific Islands origins,Maori,0,0,0
K2B,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K2B,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K2B,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K2V,North American Aboriginal origins,,,90,40,50
K2V,North American Aboriginal origins,First Nations (North American Indian),,45,15,35
K2V,North American Aboriginal origins,Inuit,,0,0,0
K2V,North American Aboriginal origins,Métis,,45,25,20
K2V,Other North American origins,,,710,370,345
K2V,Other North American origins,Acadian,,0,0,0
K2V,Other North American origins,American,,15,0,15
K2V,Other North American origins,Canadian,,710,365,345
K2V,Other North American origins,New Brunswicker,,0,0,0
K2V,Other North American origins,Newfoundlander,,0,0,0
K2V,Other North American origins,Nova Scotian,,0,0,0
K2V,Other North American origins,Ontarian,,0,0,0
K2V,Other North American origins,Québécois,,0,0,0
K2V,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K2V,European origins,,,1265,640,625
K2V,European origins,British Isles origins,,825,425,405
K2V,European origins,British Isles origins,Channel Islander,0,0,0
K2V,European origins,British Isles origins,Cornish,0,0,0
K2V,European origins,British Isles origins,English,455,245,215
K2V,European origins,British Isles origins,Irish,400,205,195
K2V,European origins,British Isles origins,Manx,0,0,0
K2V,European origins,British Isles origins,Scottish,355,165,185
K2V,European origins,British Isles origins,Welsh,30,15,15
K2V,European origins,British Isles origins,British Isles origins; n.i.e.,30,10,20
K2V,European origins,French origins,,400,175,230
K2V,European origins,French origins,Alsatian,0,0,0
K2V,European origins,French origins,Breton,0,0,0
K2V,European origins,French origins,Corsican,0,0,0
K2V,European origins,French origins,French,400,175,225
K2V,European origins,Western European origins (except French origins),,160,75,90
K2V,European origins,Western European origins (except French origins),Austrian,0,0,0
K2V,European origins,Western European origins (except French origins),Bavarian,0,0,0
K2V,European origins,Western European origins (except French origins),Belgian,0,0,0
K2V,European origins,Western European origins (except French origins),Dutch,40,25,15
K2V,European origins,Western European origins (except French origins),Flemish,0,0,0
K2V,European origins,Western European origins (except French origins),Frisian,0,0,0
K2V,European origins,Western European origins (except French origins),German,130,50,80
K2V,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K2V,European origins,Western European origins (except French origins),Swiss,0,0,0
K2V,European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
K2V,European origins,Northern European origins (except British Isles origins),,30,20,10
K2V,European origins,Northern European origins (except British Isles origins),Danish,10,0,0
K2V,European origins,Northern European origins (except British Isles origins),Finnish,20,15,10
K2V,European origins,Northern European origins (except British Isles origins),Icelandic,0,0,0
K2V,European origins,Northern European origins (except British Isles origins),Norwegian,0,0,0
K2V,European origins,Northern European origins (except British Isles origins),Swedish,10,0,0
K2V,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,0,0,0
K2V,European origins,Eastern European origins,,185,90,95
K2V,European origins,Eastern European origins,Bulgarian,0,0,0
K2V,European origins,Eastern European origins,Byelorussian,15,0,15
K2V,European origins,Eastern European origins,Czech,0,10,0
K2V,European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,0
K2V,European origins,Eastern European origins,Estonian,0,0,0
K2V,European origins,Eastern European origins,Hungarian,25,10,10
K2V,European origins,Eastern European origins,Latvian,0,0,0
K2V,European origins,Eastern European origins,Lithuanian,0,0,0
K2V,European origins,Eastern European origins,Moldovan,0,0,0
K2V,European origins,Eastern European origins,Polish,80,40,35
K2V,European origins,Eastern European origins,Romanian,0,0,0
K2V,European origins,Eastern European origins,Russian,95,40,60
K2V,European origins,Eastern European origins,Slovak,0,0,0
K2V,European origins,Eastern European origins,Ukrainian,30,10,15
K2V,European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
K2V,European origins,Southern European origins,,260,135,120
K2V,European origins,Southern European origins,Albanian,0,0,0
K2V,European origins,Southern European origins,Bosnian,10,0,0
K2V,European origins,Southern European origins,Catalan,0,0,0
K2V,European origins,Southern European origins,Croatian,0,0,0
K2V,European origins,Southern European origins,Cypriot,0,0,0
K2V,European origins,Southern European origins,Greek,45,25,20
K2V,European origins,Southern European origins,Italian,140,75,65
K2V,European origins,Southern European origins,Kosovar,0,0,0
K2V,European origins,Southern European origins,Macedonian,0,0,0
K2V,European origins,Southern European origins,Maltese,0,0,0
K2V,European origins,Southern European origins,Montenegrin,0,0,0
K2V,European origins,Southern European origins,Portuguese,45,25,25
K2V,European origins,Southern European origins,Serbian,0,0,0
K2V,European origins,Southern European origins,Sicilian,0,0,0
K2V,European origins,Southern European origins,Slovenian,0,0,0
K2V,European origins,Southern European origins,Spanish,30,15,15
K2V,European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
K2V,European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
K2V,European origins,Other European origins,,0,0,0
K2V,European origins,Other European origins,Basque,0,0,0
K2V,European origins,Other European origins,Jewish,0,0,0
K2V,European origins,Other European origins,Roma (Gypsy),0,0,0
K2V,European origins,Other European origins,Slavic; n.o.s.,0,0,0
K2V,European origins,Other European origins,Other European origins; n.i.e.,0,0,0
K2V,Caribbean origins,Other European origins,,100,40,60
K2V,Caribbean origins,Antiguan,,0,0,0
K2V,Caribbean origins,Bahamian,,0,0,0
K2V,Caribbean origins,Barbadian,,0,0,0
K2V,Caribbean origins,Bermudan,,0,0,0
K2V,Caribbean origins,Carib,,0,0,0
K2V,Caribbean origins,Cuban,,0,0,0
K2V,Caribbean origins,Dominican,,0,0,0
K2V,Caribbean origins,Grenadian,,0,0,0
K2V,Caribbean origins,Guadeloupean,,0,0,0
K2V,Caribbean origins,Haitian,,70,30,40
K2V,Caribbean origins,Jamaican,,25,10,15
K2V,Caribbean origins,Kittitian/Nevisian,,0,0,0
K2V,Caribbean origins,Martinican,,0,0,0
K2V,Caribbean origins,Montserratan,,0,0,0
K2V,Caribbean origins,Puerto Rican,,0,0,0
K2V,Caribbean origins,St. Lucian,,10,0,10
K2V,Caribbean origins,Trinidadian/Tobagonian,,10,0,10
K2V,Caribbean origins,Vincentian/Grenadinian,,0,0,0
K2V,Caribbean origins,West Indian; n.o.s.,,0,0,0
K2V,Caribbean origins,Caribbean origins; n.i.e.,,0,0,0
K2V,Latin; Central and South American origins,,,90,40,45
K2V,Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
K2V,Latin; Central and South American origins,Arawak,,0,0,0
K2V,Latin; Central and South American origins,Argentinian,,0,0,0
K2V,Latin; Central and South American origins,Belizean,,0,0,0
K2V,Latin; Central and South American origins,Bolivian,,0,0,0
K2V,Latin; Central and South American origins,Brazilian,,25,10,15
K2V,Latin; Central and South American origins,Chilean,,0,0,0
K2V,Latin; Central and South American origins,Colombian,,30,20,15
K2V,Latin; Central and South American origins,Costa Rican,,0,0,0
K2V,Latin; Central and South American origins,Ecuadorian,,0,0,0
K2V,Latin; Central and South American origins,Guatemalan,,0,0,0
K2V,Latin; Central and South American origins,Guyanese,,15,0,0
K2V,Latin; Central and South American origins,Hispanic,,0,0,0
K2V,Latin; Central and South American origins,Honduran,,0,0,0
K2V,Latin; Central and South American origins,Maya,,0,0,0
K2V,Latin; Central and South American origins,Mexican,,0,0,0
K2V,Latin; Central and South American origins,Nicaraguan,,0,0,0
K2V,Latin; Central and South American origins,Panamanian,,0,0,0
K2V,Latin; Central and South American origins,Paraguayan,,0,0,0
K2V,Latin; Central and South American origins,Peruvian,,0,0,0
K2V,Latin; Central and South American origins,Salvadorean,,10,0,10
K2V,Latin; Central and South American origins,Uruguayan,,0,0,0
K2V,Latin; Central and South American origins,Venezuelan,,10,10,0
K2V,Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,0,0,0
K2V,African origins,,,155,80,75
K2V,African origins,Central and West African origins,,70,30,40
K2V,African origins,Central and West African origins,Akan,0,0,0
K2V,African origins,Central and West African origins,Angolan,0,0,0
K2V,African origins,Central and West African origins,Ashanti,0,0,0
K2V,African origins,Central and West African origins,Beninese,0,0,0
K2V,African origins,Central and West African origins,Burkinabe,0,0,0
K2V,African origins,Central and West African origins,Cameroonian,0,0,0
K2V,African origins,Central and West African origins,Chadian,0,0,0
K2V,African origins,Central and West African origins,Congolese,10,10,10
K2V,African origins,Central and West African origins,Edo,0,0,0
K2V,African origins,Central and West African origins,Ewe,0,0,0
K2V,African origins,Central and West African origins,Gabonese,0,0,0
K2V,African origins,Central and West African origins,Gambian,0,0,0
K2V,African origins,Central and West African origins,Ghanaian,45,15,30
K2V,African origins,Central and West African origins,Guinean,0,0,0
K2V,African origins,Central and West African origins,Ibo,0,0,0
K2V,African origins,Central and West African origins,Ivorian,0,0,0
K2V,African origins,Central and West African origins,Liberian,0,0,0
K2V,African origins,Central and West African origins,Malian,0,0,0
K2V,African origins,Central and West African origins,Malinké,0,0,0
K2V,African origins,Central and West African origins,Nigerian,15,10,0
K2V,African origins,Central and West African origins,Peulh,0,0,0
K2V,African origins,Central and West African origins,Senegalese,0,0,0
